lat,lon,altitude_m,inside_receiver_hull,condition,linear_hrmse_0_25us_m,remote_branch_separation_us,mc_p50_0_1us_m,mc_p95_0_1us_m,mc_p50_0_25us_m,mc_p95_0_25us_m,mc_p50_0_5us_m,mc_p95_0_5us_m,mc_p50_1_0us_m,mc_p95_1_0us_m,class
18.1,105.2,10000,False,24.884315864851533,8617.291028246524,0.708697563954777,2234.882316145082,6028.128869427122,5587.205790362705,15070.322173567802,11174.41158072541,30140.644347135603,22348.82316145082,60281.28869427121,VERY POOR
18.1,105.3,10000,False,13.860459079493825,4008.7291826522455,1.9556310263775163,1077.483054717176,2874.440972586105,2693.7076367929403,7186.102431465262,5387.415273585881,14372.204862930525,10774.830547171761,28744.40972586105,VERY POOR
18.1,105.4,10000,False,10.756663552291593,2506.1026790198753,2.605416638765448,691.4807557864049,1788.293642739607,1728.701889466012,4470.734106849018,3457.403778932024,8941.468213698035,6914.807557864048,17882.93642739607,POOR
18.1,105.5,10000,False,9.674453008571255,1812.8998092218744,3.870214898366251,492.36248914893986,1308.7388625890594,1230.9062228723494,3271.8471564726483,2461.812445744699,6543.694312945297,4923.624891489398,13087.388625890593,POOR
18.1,105.6,10000,False,9.3077220835412,1428.3621251569614,5.394650391313856,390.1642024971293,1047.317347066219,975.4105062428232,2618.2933676655475,1950.8210124856464,5236.586735331095,3901.642024971293,10473.17347066219,POOR
18.1,105.7,10000,False,9.24532522299964,1193.1988854991198,5.059569086766076,317.1797074294877,872.1952748361423,792.9492685737191,2180.4881870903564,1585.8985371474382,4360.976374180713,3171.7970742948764,8721.952748361426,POOR
18.1,105.8,10000,False,9.332974149758954,1042.6936947730471,6.431082220190459,271.71235822218927,767.7621193670791,679.2808955554731,1919.4052984176978,1358.5617911109462,3838.8105968353957,2717.1235822218923,7677.621193670791,POOR
18.1,105.9,10000,False,9.508615751304292,945.3715960515449,8.851913267332543,244.42993096815292,704.8833438924796,611.0748274203822,1762.2083597311994,1222.1496548407645,3524.4167194623988,2444.299309681529,7048.8334389247975,POOR
18.1,106.0,10000,False,9.748720585189483,883.8880200258313,8.488385277715517,231.41032836824144,667.3032561916189,578.5258209206036,1668.258140479047,1157.0516418412071,3336.516280958094,2314.1032836824143,6673.032561916188,POOR
18.1,106.1,10000,False,10.04792814120415,847.9921425436053,6.849544318533848,223.32409499894402,645.9591418855308,558.31023749736,1614.8978547138272,1116.62047499472,3229.7957094276544,2233.24094998944,6459.591418855309,POOR
18.1,106.2,10000,False,10.410728391313292,831.515870610999,7.578197008884428,219.56953536036082,636.2735607611418,548.923838400902,1590.6839019028546,1097.847676801804,3181.367803805709,2195.695353603608,6362.735607611418,POOR
18.1,106.3,10000,False,10.848244935106269,830.8996310080619,10.33586284728552,218.65805444579036,637.8046799796945,546.6451361144759,1594.5116999492361,1093.2902722289518,3189.0233998984722,2186.5805444579037,6378.0467997969445,POOR
18.1,106.4,10000,False,11.377586903128408,844.4126840394764,11.608514676242963,220.06734819171857,649.502307958545,550.1683704792963,1623.755769896362,1100.3367409585926,3247.511539792724,2200.673481917185,6495.023079585448,POOR
18.1,106.5,10000,False,12.022861937639169,871.7614893981886,9.16979705918921,228.55426683464452,671.6724527471792,571.3856670866112,1679.1811318679484,1142.7713341732224,3358.3622637358967,2285.5426683464448,6716.724527471793,POOR
18.1,106.6,10000,False,12.81774754015267,913.9734401978103,7.9421098313524086,238.68572466408006,705.2222099589399,596.7143116602001,1763.0555248973494,1193.4286233204002,3526.111049794699,2386.8572466408004,7052.222099589398,POOR
18.1,106.7,10000,False,13.81015860545124,973.5381889024566,6.127034283133489,254.48596528226966,752.1576866024502,636.2149132056741,1880.3942165061253,1272.4298264113481,3760.7884330122506,2544.8596528226963,7521.576866024501,POOR
18.1,106.8,10000,False,15.070420963050104,1054.8742582474483,5.764490583631665,275.0334931786359,815.9628082976255,687.5837329465899,2039.9070207440639,1375.1674658931797,4079.8140414881277,2750.3349317863594,8159.628082976255,POOR
18.1,106.9,10000,False,16.70604294188642,1165.3244192587645,7.087544267602236,303.88865465721284,902.3817444164509,759.721636643032,2255.9543610411274,1519.443273286064,4511.908722082255,3038.886546572128,9023.81744416451,POOR
18.1,107.0,10000,False,18.890045988689696,1317.1752496134814,7.218757183970001,344.0786122871657,1020.9926201029683,860.1965307179141,2552.4815502574206,1720.3930614358283,5104.963100514841,3440.7861228716565,10209.926201029682,POOR
18.1,107.1,10000,False,21.919880833178095,1531.9402223225588,4.762353747167221,401.3776711642821,1188.5349266712412,1003.4441779107052,2971.337316678103,2006.8883558214104,5942.674633356206,4013.776711642821,11885.349266712412,POOR
18.1,107.2,10000,False,26.353845386684934,1850.3424778511799,3.943673958752487,485.4971448146683,1436.6523628346947,1213.7428620366707,3591.6309070867364,2427.4857240733413,7183.261814173473,4854.971448146683,14366.523628346946,POOR
18.1,107.3,10000,False,33.37732236117348,2359.170033529804,5.400664932574307,621.1108515726669,1832.7640939009964,1552.7771289316672,4581.91023475249,3105.5542578633344,9163.82046950498,6211.108515726669,18327.64093900996,POOR
18.1,107.4,10000,False,46.02687555259385,3281.0857651342358,1.3487576337963245,868.1742160648915,2553.383730469144,2170.435540162229,6383.4593261728605,4340.871080324458,12766.918652345721,8681.742160648915,25533.837304691442,VERY POOR
18.1,107.5,10000,False,75.11765658969995,5409.567446602517,1.6329414848650636,1419.6802805378052,4210.5314287898345,3549.2007013445127,10526.328571974587,7098.401402689025,21052.657143949174,14196.80280537805,42105.31428789835,VERY POOR
18.1,107.6,10000,False,208.4725075636666,15188.907777587301,1.1153435411338437,3995.416175681944,11765.242060138818,9988.54043920486,29413.105150347044,19977.08087840972,58826.21030069409,39954.16175681944,117652.42060138818,VERY POOR
18.1,107.7,10000,False,266.99898837480384,19706.997615973483,2.1104825878992,5363.695987039405,15601.79526668353,13409.239967598513,39004.48816670883,26818.479935197025,78008.97633341765,53636.95987039405,156017.9526668353,VERY POOR
18.1,107.8,10000,False,81.87961139875851,6129.60984409006,2.30582799818277,1671.0476531164409,4851.5309325683065,4177.619132791102,12128.827331420767,8355.238265582204,24257.654662841534,16710.476531164408,48515.30932568307,VERY POOR
18.1,107.9,10000,False,48.712674143786614,3702.5309830145434,1.501205912301482,1008.7023348155869,2931.6306482947066,2521.7558370389675,7329.076620736767,5043.511674077935,14658.153241473534,10087.02334815587,29316.306482947068,VERY POOR
18.1,108.0,10000,False,34.95774459492678,2700.2014740269133,3.2635510408679824,731.8158060742556,2135.060714929985,1829.5395151856392,5337.651787324963,3659.0790303712783,10675.303574649926,7318.158060742557,21350.607149299853,VERY POOR
18.1,108.1,10000,False,27.497829225431197,2160.1754604605258,5.621242837704279,582.894166075446,1706.1207975785983,1457.2354151886154,4265.301993946496,2914.470830377231,8530.603987892991,5828.941660754462,17061.207975785983,POOR
18.1,108.2,10000,False,22.862470391554773,1827.8550788563996,4.5050715221813595,502.7432709582016,1440.606658171558,1256.858177395504,3601.516645428895,2513.716354791008,7203.03329085779,5027.432709582016,14406.06658171558,POOR
18.1,108.3,10000,False,19.73707065526356,1606.8342404234722,2.9779583145393396,451.30533237239035,1263.168415841578,1128.2633309309758,3157.9210396039452,2256.5266618619517,6315.8420792078905,4513.053323723903,12631.684158415781,POOR
18.1,108.4,10000,False,17.513846542838117,1452.569788417148,4.264226664142731,402.5896625170925,1142.8932155268694,1006.4741562927311,2857.2330388171745,2012.9483125854622,5714.466077634349,4025.8966251709244,11428.932155268698,POOR
18.1,108.5,10000,False,15.873036929521662,1341.651416953805,4.6629873292332364,372.16388934628475,1054.5236214442464,930.4097233657119,2636.3090536106156,1860.8194467314238,5272.618107221231,3721.6388934628476,10545.236214442462,POOR
18.1,108.6,10000,False,14.630324692103677,1260.6058886369472,5.24330370081195,351.45079958229667,998.3404651357994,878.626998955742,2495.8511628394986,1757.253997911484,4991.702325678997,3514.507995822968,9983.404651357994,POOR
18.1,108.7,10000,False,13.671958209754504,1201.1364617531206,5.924375330359577,337.18111546106456,960.3675319525432,842.9527886526616,2400.918829881358,1685.9055773053233,4801.837659762716,3371.8111546106466,9603.675319525431,POOR
18.1,108.8,10000,False,12.923905117045006,1157.8594847179772,6.633858416312248,326.591714160725,927.0831617520766,816.4792854018127,2317.7079043801914,1632.9585708036254,4635.415808760383,3265.917141607251,9270.831617520766,POOR
18.1,108.9,10000,False,12.335886515060126,1127.1328446321586,7.184951452663104,321.59721234146144,902.3616260820264,803.9930308536536,2255.904065205066,1607.9860617073073,4511.808130410132,3215.9721234146145,9023.616260820265,POOR
18.1,109.0,10000,False,11.872540577648124,1106.4075266860445,9.309760758666336,314.81918465342517,885.4955913747501,787.0479616335629,2213.738978436875,1574.0959232671257,4427.47795687375,3148.1918465342515,8854.9559137475,POOR
18.2,104.5,10000,False,26.801614059480823,6767.452280422045,1.8840390765631145,2089.8542826744488,5149.350508916693,5224.635706686122,12873.376272291733,10449.271413372244,25746.752544583465,20898.542826744488,51493.50508916693,VERY POOR
18.2,104.6,10000,False,31.273199750598874,8265.035943551908,2.2926541796334186,2504.1585023332755,6257.345944322155,6260.39625583319,15643.364860805388,12520.79251166638,31286.729721610776,25041.58502333276,62573.45944322155,VERY POOR
18.2,104.7,10000,False,39.79847197525809,11136.772143806353,1.962579016703466,3297.810382271131,8338.862781545777,8244.525955677827,20847.15695386444,16489.051911355655,41694.31390772888,32978.10382271131,83388.62781545776,VERY POOR
18.2,104.8,10000,False,59.372094613567874,17822.54747824516,1.3767652600539733,5007.624180771843,13837.503571843008,12519.060451929607,34593.758929607524,25038.120903859213,69187.51785921505,50076.24180771843,138375.0357184301,VERY POOR
18.2,104.9,10000,False,102.27027625056932,33332.83590078263,0.8790962737741598,8927.912359725258,26239.144624796034,22319.78089931314,65597.86156199008,44639.56179862628,131195.72312398016,89279.12359725256,262391.4462479603,VERY POOR
18.2,105.0,10000,False,85.59756959750896,30368.97883039478,0.5512218454509825,7920.73092128801,22838.471891091165,19801.82730322003,57096.17972772792,39603.65460644006,114192.35945545584,79207.30921288012,228384.71891091167,VERY POOR
18.2,105.1,10000,False,85.37794718434105,32060.291361604508,0.34116932641076225,8875.826165616807,24864.210883793658,22189.565414042016,62160.52720948415,44379.13082808403,124321.0544189683,88758.26165616806,248642.1088379366,VERY POOR
18.2,105.2,10000,False,46.51563441462512,16985.284110394176,0.20133287327500615,4283.186276442574,12741.117219014333,10707.965691106436,31852.79304753583,21415.93138221287,63705.58609507166,42831.86276442574,127411.17219014332,VERY POOR
18.2,105.3,10000,False,16.47030626979175,5185.447058079814,1.089134529349669,1377.4554732319555,3630.569046747533,3443.6386830798883,9076.422616868833,6887.277366159777,18152.845233737666,13774.554732319553,36305.69046747533,VERY POOR
18.2,105.4,10000,False,10.813784451789564,2697.0017477424667,2.8215906595135234,744.5166213630312,1962.1960605372863,1861.2915534075782,4905.490151343216,3722.5831068151565,9810.980302686432,7445.166213630313,19621.960605372864,POOR
18.2,105.5,10000,False,9.230681345264466,1783.111180507357,3.439569978387772,487.0999312331459,1285.4821011268098,1217.749828082865,3213.705252817024,2435.49965616573,6427.410505634048,4870.99931233146,12854.821011268095,POOR
18.2,105.6,10000,False,8.766257924175127,1335.121617584933,5.583174155566154,367.933538215985,978.5322039123457,919.8338455399622,2446.3305097808643,1839.6676910799245,4892.661019561729,3679.335382159849,9785.322039123457,POOR
18.2,105.7,10000,False,8.694912442599572,1081.1587456785267,5.582053515999911,288.25662655911157,790.0750437822888,720.6415663977789,1975.1876094557222,1441.2831327955578,3950.3752189114443,2882.5662655911156,7900.750437822889,POOR
18.2,105.8,10000,False,8.785879321690425,927.4758356140512,7.041782192905986,241.3643514724742,682.6723939135214,603.4108786811854,1706.6809847838035,1206.8217573623708,3413.361969567607,2413.6435147247416,6826.723939135214,POOR
18.2,105.9,10000,False,8.957692316557937,832.7286592714444,10.058159457570383,216.02734627953203,622.527635545027,540.06836569883,1556.3190888625675,1080.13673139766,3112.638177725135,2160.27346279532,6225.27635545027,POOR
18.2,106.0,10000,False,9.183119343797195,775.4353239820975,8.624220137481126,202.42911491046203,586.9473813757252,506.07278727615505,1467.3684534393128,1012.1455745523101,2934.7369068786256,2024.2911491046202,5869.473813757251,ACCEPTABLE
18.2,106.1,10000,False,9.457202237349003,743.4494322023771,7.627859152032287,197.45145848635968,567.1075199227386,493.62864621589927,1417.7687998068463,987.2572924317985,2835.5375996136927,1974.514584863597,5671.075199227385,ACCEPTABLE
18.2,106.2,10000,False,9.785324302188219,729.7512000455463,9.465772907450392,193.32424328167755,558.8157058274213,483.3106082041938,1397.039264568553,966.6212164083876,2794.078529137106,1933.2424328167751,5588.157058274212,ACCEPTABLE
18.2,106.3,10000,False,10.178915582369372,730.4227763716333,12.984011718513962,191.35200959066532,560.7457538352966,478.3800239766632,1401.8643845882414,956.7600479533264,2803.7287691764827,1913.5200959066528,5607.4575383529655,ACCEPTABLE
18.2,106.4,10000,False,10.654539947493143,743.5757562743842,11.614667062925282,194.6308634807998,571.8831848592697,486.57715870199945,1429.7079621481741,973.1543174039989,2859.4159242963483,1946.3086348079978,5718.831848592697,ACCEPTABLE
18.2,106.5,10000,False,11.23482100017005,768.7982744017041,9.437966928800781,201.06779514330677,592.1758609731438,502.66948785826685,1480.4396524328595,1005.3389757165337,2960.879304865719,2010.6779514330674,5921.758609731438,ACCEPTABLE
18.2,106.6,10000,False,11.95085378299315,806.9432842893558,7.718401880121692,210.66233858368673,622.3769770433366,526.6558464592168,1555.9424426083417,1053.3116929184337,3111.8848852166834,2106.6233858368673,6223.769770433367,POOR
18.2,106.7,10000,False,12.846506550671622,860.1966703120434,6.768232254072591,224.9395843317119,664.2431894057912,562.3489608292797,1660.607973514478,1124.6979216585594,3321.215947028956,2249.3958433171188,6642.431894057912,POOR
18.2,106.8,10000,False,13.985863862473256,932.4580922085179,7.636272657943799,242.888076651189,720.8449427453974,607.2201916279726,1802.1123568634935,1214.440383255945,3604.224713726987,2428.88076651189,7208.449427453974,POOR
18.2,106.9,10000,False,15.46658708816359,1030.197244199461,8.328863704845272,268.36023846410706,797.2393579352283,670.9005961602677,1993.0983948380708,1341.8011923205354,3986.1967896761416,2683.602384641071,7972.393579352283,POOR
18.2,107.0,10000,False,17.445424088057344,1164.2073549169963,6.6412804207706175,303.75882811450583,901.8360863434225,759.3970702862645,2254.5902158585563,1518.794140572529,4509.180431717113,3037.588281145058,9018.360863434225,POOR
18.2,107.1,10000,False,20.19104287986913,1353.321739558515,5.05953469897038,355.0116422499489,1049.2837444304507,887.5291056248724,2623.209361076127,1775.0582112497448,5246.418722152254,3550.1164224994895,10492.837444304509,POOR
18.2,107.2,10000,False,24.20577849428738,1633.0417446767885,6.443693804876514,427.8290964331885,1267.1605518163074,1069.5727410829713,3167.9013795407686,2139.1454821659427,6335.802759081537,4278.290964331885,12671.605518163075,POOR
18.2,107.3,10000,False,30.550341690094633,2078.599343395846,3.0749311898911653,546.268076148225,1613.8329719406347,1365.6701903705623,4034.582429851587,2731.3403807411246,8069.164859703174,5462.680761482249,16138.329719406349,POOR
18.2,107.4,10000,False,41.91819482382102,2881.310585576102,2.4789780649682855,761.7937856973911,2240.983887362408,1904.4844642434778,5602.45971840602,3808.9689284869555,11204.91943681204,7617.937856973911,22409.83887362408,VERY POOR
18.2,107.5,10000,False,67.74182841729572,4711.515480338073,0.46044734597280007,1235.1122135318199,3665.4183171796376,3087.7805338295493,9163.545792949093,6175.561067659099,18327.091585898186,12351.122135318197,36654.18317179637,VERY POOR
18.2,107.6,10000,False,180.44589867105637,12716.991525143863,3.1855816202427074,3345.563276334484,9853.943745568633,8363.90819083621,24634.859363921583,16727.81638167242,49269.71872784317,33455.63276334484,98539.43745568633,VERY POOR
18.2,107.7,10000,False,269.24672938437567,19252.046119238126,2.1409531403553914,5240.469885338776,15240.95604118615,13101.174713346943,38102.39010296538,26202.349426693887,76204.78020593076,52404.698853387774,152409.56041186152,VERY POOR
18.2,107.8,10000,False,77.58563151529547,5634.979990649975,4.501660156180821,1533.747237579918,4457.454895350357,3834.3680939497954,11143.637238375895,7668.736187899591,22287.27447675179,15337.472375799181,44574.54895350358,VERY POOR
18.2,107.9,10000,False,45.684159943072586,3373.6360331646215,6.300481725126625,916.5592291756964,2668.569207285424,2291.3980729392415,6671.423018213561,4582.796145878483,13342.846036427121,9165.592291756966,26685.692072854243,VERY POOR
18.2,108.0,10000,False,32.66481976303677,2454.786459941488,5.505792590911386,665.7982945115377,1938.2536870089912,1664.495736278844,4845.634217522478,3328.991472557688,9691.268435044956,6657.982945115376,19382.536870089913,POOR
18.2,108.1,10000,False,25.660790445736087,1963.9379208637636,4.218615097507789,530.1256187265459,1548.8877374338404,1325.3140468163647,3872.219343584601,2650.6280936327294,7744.438687169202,5301.256187265459,15488.877374338404,POOR
18.2,108.2,10000,False,21.33311042525994,1663.8184582618237,3.039765462835887,459.7201294067137,1309.0044570202965,1149.3003235167844,3272.5111425507416,2298.6006470335687,6545.022285101483,4597.2012940671375,13090.044570202966,POOR
18.2,108.3,10000,False,18.42905763978123,1465.440688535189,4.139663069139111,410.50826446061023,1149.7899986036007,1026.2706611515255,2874.474996509002,2052.541322303051,5748.949993018004,4105.082644606102,11497.899986036007,POOR
18.2,108.4,10000,False,16.372832739452775,1327.9303110274511,4.812946817382352,367.6716034729493,1044.9581637725425,919.1790086823731,2612.3954094313563,1838.3580173647463,5224.7908188627125,3676.7160347294925,10449.581637725425,POOR
18.2,108.5,10000,False,14.862697078199162,1229.8915811662157,5.5291526231897326,342.1305324669679,967.1742190138186,855.3263311674199,2417.9355475345465,1710.6526623348398,4835.871095069093,3421.3053246696795,9671.742190138186,POOR
18.2,108.6,10000,False,13.725214139000858,1159.0471459985272,6.324526854918466,324.25621761111086,921.0363624023953,810.6405440277772,2302.590906005988,1621.2810880555544,4605.181812011976,3242.562176111109,9210.363624023952,POOR
18.2,108.7,10000,False,12.853571764857236,1107.8541085046409,7.126270574495841,311.907578159638,886.850930170058,779.768945399095,2217.1273254251446,1559.53789079819,4434.254650850289,3119.07578159638,8868.509301700578,POOR
18.2,108.8,10000,False,12.178363970831771,1071.4271964425031,7.898959460151124,303.8668363216144,857.6414491884574,759.6670908040362,2144.1036229711435,1519.3341816080724,4288.207245942287,3038.668363216145,8576.414491884574,POOR
18.2,108.9,10000,False,11.652510576920607,1046.4667804287026,10.056914312346251,299.3674957734196,837.4544525695247,748.418739433549,2093.6361314238115,1496.837478867098,4187.272262847623,2993.674957734196,8374.544525695246,POOR
18.2,109.0,10000,False,11.242929846807822,1030.6668626992891,7.0242144810049725,291.52052463227176,824.1716886250395,728.8013115806793,2060.4292215625987,1457.6026231613587,4120.8584431251975,2915.2052463227174,8241.716886250395,POOR
18.3,104.5,10000,False,20.043904294489668,4450.356790739799,2.458845059028881,1332.1844459429753,3425.6697353755653,3330.4611148574386,8564.174338438912,6660.922229714877,17128.348676877824,13321.844459429754,34256.69735375565,VERY POOR
18.3,104.6,10000,False,21.556376217548834,4951.88617392578,2.145319633784161,1512.9796593609599,3775.8417915792106,3782.4491484024,9439.604478948026,7564.8982968048,18879.20895789605,15129.7965936096,37758.4179157921,VERY POOR
18.3,104.7,10000,False,24.018996725462323,5770.784324818155,2.2085513978596714,1785.5847618534212,4376.169380297413,4463.961904633554,10940.423450743534,8927.923809267108,21880.846901487068,17855.847618534215,43761.693802974136,VERY POOR
18.3,104.8,10000,False,28.41820449198264,7240.720114409694,2.4613934704040807,2189.291077028135,5491.290818545705,5473.227692570337,13728.227046364262,10946.455385140674,27456.454092728523,21892.91077028135,54912.90818545705,VERY POOR
18.3,104.9,10000,False,37.51686275100914,10312.71324360115,1.7301276271559307,3027.411220312611,7683.303697861144,7568.528050781528,19208.25924465286,15137.056101563056,38416.51848930572,30274.11220312611,76833.03697861145,VERY POOR
18.3,105.0,10000,False,60.290395632090906,18216.665505050474,1.0808085173684558,4832.837232024722,14253.780026303124,12082.093080061804,35634.45006575781,24164.18616012361,71268.90013151562,48328.37232024722,142537.80026303124,VERY POOR
18.3,105.1,10000,False,96.18395723349832,32271.5122438122,0.6274156404091692,8770.517048953225,23969.118908864897,21926.292622383062,59922.79727216226,43852.585244766124,119845.59454432451,87705.17048953225,239691.18908864903,VERY POOR
18.3,105.2,10000,False,83.42768719804776,30108.60194005307,0.34970412778330606,7877.705533944775,23727.803821791917,19694.263834861937,59319.509554479795,39388.52766972387,118639.01910895959,78777.05533944775,237278.03821791918,VERY POOR
18.3,105.3,10000,False,23.66073647362482,8116.718767074585,0.41066450471787647,2126.9254980755777,5637.127063280526,5317.313745188945,14092.817658201315,10634.62749037789,28185.63531640263,21269.25498075578,56371.27063280526,VERY POOR
18.3,105.4,10000,False,11.260080490475868,3108.599069238299,1.7928022860543011,856.9009299449762,2236.578136596069,2142.25232486244,5591.445341490173,4284.50464972488,11182.890682980345,8569.00929944976,22365.78136596069,VERY POOR
18.3,105.5,10000,False,8.734699726163806,1785.9054031986316,3.3279904318370503,498.3144496665801,1289.2424488467345,1245.7861241664505,3223.1061221168356,2491.572248332901,6446.212244233671,4983.144496665802,12892.424488467343,POOR
18.3,105.6,10000,False,8.16350943621526,1245.5297017556502,5.767708363667812,335.6287558881181,917.2670252092911,839.0718897202952,2293.1675630232276,1678.1437794405904,4586.335126046455,3356.2875588811808,9172.67025209291,POOR
18.3,105.7,10000,False,8.118780510360827,969.2247095146042,6.17896961043863,258.4572603860943,707.7914944166205,646.1431509652357,1769.4787360415512,1292.2863019304714,3538.9574720831024,2584.5726038609428,7077.914944166205,POOR
18.3,105.8,10000,False,8.239848748513985,814.1061905875816,7.882346906232841,212.37679862719904,598.9851465284888,530.9419965679975,1497.462866321222,1061.883993135995,2994.925732642444,2123.76798627199,5989.851465284888,ACCEPTABLE
18.3,105.9,10000,False,8.422729760114752,724.5633790107618,11.425745110109204,189.1439937890368,543.8156163329131,472.859984472592,1359.5390408322826,945.719968945184,2719.078081664565,1891.439937890368,5438.15616332913,ACCEPTABLE
18.3,106.0,10000,False,8.640809423659666,673.6898041602739,8.853057129661055,176.9996393347207,511.76124708112553,442.4990983368018,1279.4031177028137,884.9981966736036,2558.8062354056274,1769.9963933472072,5117.612470811255,ACCEPTABLE
18.3,106.1,10000,False,8.89337832554342,647.1778587284609,9.097540915678586,172.05775212192714,494.35330444087975,430.1443803048179,1235.8832611021994,860.2887606096358,2471.766522204399,1720.5775212192716,4943.533044408798,ACCEPTABLE
18.3,106.2,10000,False,9.188998152600545,637.2704823394,12.222510137627035,168.2940538613189,488.3670689100196,420.7351346532972,1220.917672275049,841.4702693065944,2441.835344550098,1682.940538613189,4883.670689100196,ACCEPTABLE
18.3,106.3,10000,False,9.540552701433741,639.89309745697,14.388287297960643,166.97083729361373,491.3479016191625,417.42709323403415,1228.369754047906,834.8541864680683,2456.739508095812,1669.7083729361366,4913.479016191624,ACCEPTABLE
18.3,106.4,10000,False,9.964604982301712,653.1773008892848,11.445919350452932,171.11170539693256,502.3247123632935,427.77926349233144,1255.8117809082337,855.5585269846629,2511.6235618164674,1711.1170539693258,5023.247123632935,ACCEPTABLE
18.3,106.5,10000,False,10.482581269530334,676.7254008289513,9.499853219707745,176.68507499813924,521.1095903474653,441.7126874953482,1302.7739758686635,883.4253749906964,2605.547951737327,1766.8507499813927,5211.095903474654,ACCEPTABLE
18.3,106.6,10000,False,11.12320914118478,711.3140990573822,8.140956918774027,186.1031162481496,548.3767468832223,465.25779062037395,1370.9418672080556,930.5155812407479,2741.883734416111,1861.0311624814958,5483.767468832222,ACCEPTABLE
18.3,106.7,10000,False,11.926558578802338,758.907523065868,8.557677383725737,198.1573934623197,585.6969827365967,495.3934836557993,1464.2424568414917,990.7869673115986,2928.4849136829835,1981.5739346231971,5856.969827365967,ACCEPTABLE
18.3,106.8,10000,False,12.95083906550028,822.971433773323,10.148704817076807,214.1289409285758,635.7936862282661,535.3223523214394,1589.4842155706654,1070.6447046428789,3178.9684311413307,2141.2894092857578,6357.936862282661,POOR
18.3,106.9,10000,False,14.284462708011628,909.2129269048326,8.750935460660042,236.57286014535745,703.1234401823126,591.4321503633935,1757.8086004557813,1182.864300726787,3515.6172009115626,2365.728601453574,7031.234401823125,POOR
18.3,107.0,10000,False,16.068946823242236,1027.102845893886,6.7162289461845965,267.64539439291707,795.0611099359417,669.1134859822927,1987.6527748398544,1338.2269719645853,3975.3055496797087,2676.4539439291707,7950.6110993594175,POOR
18.3,107.1,10000,False,18.546143374410843,1193.0953437633093,7.293407268136393,312.84719191429554,924.399311751449,782.1179797857387,2310.9982793786226,1564.2359595714775,4621.996558757245,3128.471919142955,9243.99311751449,POOR
18.3,107.2,10000,False,22.166551170813204,1438.0688156916094,5.135790097282427,376.1219444904752,1115.117030023336,940.304861226188,2787.79257505834,1880.609722452376,5575.58515011668,3761.219444904752,11151.17030023336,POOR
18.3,107.3,10000,False,27.87633588149388,1827.088211083172,3.3969451044366274,479.2476017582255,1417.6801458255497,1198.1190043955637,3544.2003645638742,2396.2380087911274,7088.4007291277485,4792.476017582255,14176.801458255497,POOR
18.3,107.4,10000,False,38.057693301129945,2524.190259008622,1.3996040482550804,666.1547394828815,1961.9697684908288,1665.3868487072036,4904.924421227072,3330.7736974144073,9809.848842454145,6661.5473948288145,19619.69768490829,POOR
18.3,107.5,10000,False,60.91845444082135,4094.839350175053,2.2966950652191787,1073.2240186269707,3183.715009193118,2683.0600465674265,7959.287522982795,5366.120093134853,15918.57504596559,10732.240186269706,31837.15009193118,VERY POOR
18.3,107.6,10000,False,156.29753061082604,10662.1230659397,1.0771901954646337,2805.0956134539147,8263.620481333142,7012.739033634786,20659.051203332856,14025.478067269572,41318.10240666571,28050.956134539145,82636.20481333142,VERY POOR
18.3,107.7,10000,False,272.66916219391044,18900.351956633574,3.581200177736442,5145.54538907981,14961.95321083871,12863.863472699526,37404.883027096774,25727.726945399052,74809.76605419355,51455.453890798104,149619.5321083871,VERY POOR
18.3,107.8,10000,False,73.29004342442913,5167.764477080432,5.716461285166735,1403.0712351792572,4085.3832483614315,3507.678087948143,10213.45812090358,7015.356175896286,20426.91624180716,14030.712351792572,40853.83248361432,VERY POOR
18.3,107.9,10000,False,42.6988134550834,3065.637347698622,5.377962639759227,830.4714839622129,2421.273782444952,2076.1787099055327,6053.18445611238,4152.3574198110655,12106.36891222476,8304.714839622131,24212.73782444952,VERY POOR
18.3,108.0,10000,False,30.420112776874053,2225.756041870587,3.8254675545329473,604.4657988088439,1754.7483974592867,1511.16449702211,4386.870993648216,3022.32899404422,8773.741987296433,6044.65798808844,17547.483974592866,POOR
18.3,108.1,10000,False,23.86970358737864,1781.0725476782684,2.003373888228409,482.2693288722559,1402.4822403739763,1205.6733221806398,3506.2056009349417,2411.3466443612797,7012.411201869883,4822.693288722559,14024.822403739767,POOR
18.3,108.2,10000,False,19.846217885594914,1511.0524926328023,3.912020287195646,419.6822295664805,1186.512049837655,1049.2055739162013,2966.280124594138,2098.4111478324025,5932.560249188276,4196.822295664805,11865.120498376553,POOR
18.3,108.3,10000,False,17.16016633902722,1333.7867029987544,4.943438306992451,371.562445263012,1046.2235695424256,928.9061131575298,2615.558923856064,1857.8122263150597,5231.117847712128,3715.6244526301193,10462.235695424257,POOR
18.3,108.4,10000,False,15.26802343109117,1211.8747048882383,2.766731212807473,335.3404426191079,952.6654353893333,838.3511065477696,2381.6635884733337,1676.7022130955393,4763.327176946667,3353.4044261910785,9526.654353893335,POOR
18.3,108.5,10000,False,13.886088199095738,1125.818343374572,6.7521009370989145,311.9184954697165,888.3389678037825,779.7962386742913,2220.847419509457,1559.5924773485826,4441.694839018914,3119.1849546971653,8883.389678037827,POOR
