area_size_km,layout,span_km,span_area_ratio,rotation_deg,target_points,inside_hull_fraction,condition_median,condition_p90,condition_p95,all4_visible_300km_fraction,all4_visible_350km_fraction,geometry_good_fraction,mc_p95_0_1us_median_m,mc_p95_0_1us_p90_m,mc_p95_0_25us_median_m,mc_p95_0_25us_p90_m,mc_p95_0_5us_median_m,mc_p95_0_5us_p90_m,mc_p95_1_0us_median_m,mc_p95_1_0us_p90_m,deployment_score_300,deployment_score_350,remote_branch_separation_median_us,remote_branch_separation_p10_us,remote_branch_below_0_5us_fraction
200,triangle_center,250,1.25,15,121,0.5619834710743802,1.734899541077779,2.141330889991365,2.2617523557901817,1.0,1.0,1.0,68.6987372876159,86.61258527700545,171.74684321903976,216.5314631925136,343.4936864380795,433.0629263850272,686.987372876159,866.1258527700544,1.0,1.0,76.16479728006512,59.661434313279926,0.0
200,triangle_center,300,1.5,45,121,0.7355371900826446,1.5752113789402662,1.9044515324797548,1.9849453362710376,0.9586776859504132,1.0,1.0,63.68317255429406,74.29743682610257,159.20793138573515,185.74359206525645,318.4158627714703,371.4871841305129,636.8317255429406,742.9743682610258,0.9586776859504132,1.0,82.04631779980598,68.38732885666765,0.0
200,triangle_center,400,2.0,30,121,0.9338842975206612,1.4164797067018433,1.6580123721459117,1.7129049509902567,0.4380165289256198,0.9504132231404959,1.0,59.24814508720842,64.19623161330799,148.12036271802103,160.49057903326997,296.24072543604206,320.98115806653993,592.4814508720841,641.9623161330799,0.4380165289256198,0.9504132231404959,85.49364580691484,78.56170492997906,0.0
200,triangle_center,500,2.5,165,121,1.0,1.3373293837419016,1.5625523720454992,1.5756241434006486,0.008264462809917356,0.36363636363636365,1.0,57.08969632020035,61.45777631877595,142.72424080050087,153.64444079693988,285.44848160100173,307.28888159387975,570.8969632020035,614.5777631877595,0.008264462809917356,0.36363636363636365,92.15076505388694,81.75298219430458,0.0
200,irregular,50,0.25,30,121,0.008264462809917356,14.613846159865796,23.14297349334608,31.672045122655117,1.0,1.0,0.09090909090909091,2138.6258894751963,4446.27765532528,5346.564723687991,11115.6941383132,10693.129447375983,22231.3882766264,21386.258894751965,44462.7765532528,0.09090909090909091,0.09090909090909091,5.229951206491299,2.2720986950319655,0.0
200,irregular,100,0.5,165,121,0.09917355371900827,6.984566469450128,13.373871653432364,16.675765233088185,1.0,1.0,0.39669421487603307,559.4026505386977,1420.4486393982047,1398.5066263467443,3551.121598495511,2797.0132526934885,7102.243196991022,5594.026505386977,14204.486393982044,0.39669421487603307,0.39669421487603307,17.12121645938906,6.528441615225305,0.0
200,irregular,150,0.75,150,121,0.2066115702479339,4.372639083596797,7.2772349432595425,7.733261471871761,1.0,1.0,0.8347107438016529,208.23147627990318,474.2084200594986,520.578690699758,1185.5210501487468,1041.157381399516,2371.0421002974936,2082.314762799032,4742.084200594987,0.8347107438016529,0.8347107438016529,33.97521939571361,13.52737406388154,0.0
200,irregular,200,1.0,0,121,0.36363636363636365,2.342487206442636,4.48527293921928,5.077030790571235,1.0,1.0,1.0,93.84393430369002,244.59256696360362,234.6098357592251,611.481417409009,469.2196715184502,1222.962834818018,938.4393430369004,2445.925669636036,1.0,1.0,57.25790332884201,26.476859056752865,0.0
200,irregular,250,1.25,75,121,0.5867768595041323,1.6425024096947647,2.822829762897851,3.137353729195459,1.0,1.0,1.0,66.23076563460197,119.88995790239318,165.5769140865049,299.724894755983,331.1538281730098,599.449789511966,662.3076563460196,1198.899579023932,1.0,1.0,70.62043616056812,45.32573870137813,0.0
200,irregular,300,1.5,120,121,0.8347107438016529,1.3817482763091906,1.8160535960224058,2.005030356449369,1.0,1.0,1.0,58.204465046525456,72.01830149056576,145.51116261631364,180.04575372641435,291.0223252326273,360.0915074528287,582.0446504652546,720.1830149056574,1.0,1.0,95.89642893195203,82.65139315678856,0.0
